Name,Unique ID,Account Type,Account Balance_x,Last Transaction Date_x,Overdraft Status,Active Status,Student ID,Major,GPA,Date of Birth,Date of Death,Cause of Death,EmployeeID,Position,Salary,Account Number,Last Transaction Date_y,Account Balance_y,BenefitType,LastClaimDate,Status,PatientID,LastAppointmentDate,ActivePrescriptions,Taxpayer ID,Last Filed Year,Tax Libaility,Voter ID,Last Voted Date,Registration Status,CaseNumber,LastCourtAppearance,CaseStatus,Username,LastLoginDate,PostsLastYear,Address,Electricity Usage,Water Usage,Last Payment Date,Passport Number,Last Travel Date,Destination,Target
Brian Anderson,ACC10007,Savings,724.13,2021-01-19,Yes,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Brian Rodriguez,ACC10141,Checking,8676.55,2023-01-13,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Brittany White,ACC10049,Checking,3237.96,2019-05-17,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Carl Phillips,ACC10035,Checking,3967.71,2022-09-24,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Chris Torres,ACC10025,Savings,7887.89,2018-02-01,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Christopher Moore,ACC10149,Credit,5636.75,2020-11-29,Yes,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Daniel Jackson,ACC10026,Credit,6148.41,2022-05-30,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
David Jones,ACC10017,Checking,4837.05,2020-04-07,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,ACC56789,2020-01-12,780.2,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,dave_j,2020-01-15,0.0,654 Cedar Street,0.0,0.0,2020-02-10,0,0,0,1
Dennis Cox,ACC10079,Loan,3592.07,2023-03-07,Yes,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Donna Lewis,ACC10110,Checking,4552.44,2022-11-25,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Elizabeth Lopez,ACC10003,Checking,4360.14,2018-03-02,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Emily Johnson,ACC10038,Loan,4527.55,2023-01-14,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,ACC23456,2019-09-20,2450.75,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,emilyj85,2019-10-12,0.0,789 Pine Road,0.0,0.0,2019-10-15,0,0,0,0
Grace Alexander,ACC10005,Loan,6903.18,2018-12-09,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Heather Lee,ACC10058,Checking,6621.63,2018-09-28,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Heather Perez,ACC10166,Credit,6096.96,2019-08-31,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
James Davis,ACC10126,Loan,2134.98,2018-11-14,No,Yes,1010.0,Political Science,3.1,1988-10-22,2020-12-11,Pneumonia,2009.0,Network Administrator,78000.0,ACC78901,2023-08-14,1580.0,Healthcare Subsidy,2023-08-12,Active,3007.0,2023-08-18,3.0,TID1007,2023.0,4500.0,VID5007,2022-11-08,Active,LC1007,2023-08-15,Active,0,0,0.0,0,0.0,0.0,0,P3456789,2023-07-20,Canada,1
Jeremy Walker,ACC10006,Checking,3284.44,2023-04-29,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Jessica Hernandez,ACC10077,Credit,3579.95,2017-09-29,Yes,Yes,1011.0,Economics,3.5,1995-05-16,2021-01-05,Accident,2010.0,Customer Support,48000.0,ACC01234,2023-07-22,980.45,Housing,2023-07-28,Active,3010.0,2023-07-30,2.0,TID1010,2023.0,2800.0,VID5010,2022-11-08,Active,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
John Smith,ACC10056,Loan,454.06,2022-07-02,Yes,No,0.0,0,0.0,0,0,0,0.0,0,0.0,ACC12345,2018-06-15,1500.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,123 Elm Street,0.0,0.0,2018-05-20,0,0,0,0
Jordan Ramirez,ACC10070,Savings,7406.55,2018-06-29,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Joshua Anderson,ACC10028,Credit,3952.5,2020-02-09,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Kathleen Flores,ACC10018,Loan,6751.92,2018-01-23,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Kevin Garcia,ACC10086,Checking,9672.01,2018-01-05,Yes,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Larry King,ACC10103,Checking,1910.23,2019-04-30,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Laura Long,ACC10016,Loan,1134.74,2021-09-09,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Laura Miller,ACC10019,Checking,5711.79,2022-08-27,Yes,Yes,0.0,0,0.0,1945-06-17,2017-02-28,Old Age,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Linda Brown,ACC10055,Credit,8634.01,2021-03-29,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Louis Rivera,ACC10004,Savings,978.34,2021-05-19,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Marie Allen,ACC10083,Credit,8739.2,2018-12-10,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Megan Hughes,ACC10053,Credit,7905.05,2018-10-09,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Megan Taylor,ACC10159,Savings,7019.79,2022-09-16,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Melissa Martinez,ACC10118,Checking,4606.62,2022-03-25,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Michael Williams,ACC10009,Loan,1387.39,2020-05-07,No,No,0.0,0,0.0,1972-01-30,2021-03-18,Cancer,2003.0,Project Manager,90000.0,ACC34567,2023-08-30,5000.0,Housing,2023-09-05,Active,3003.0,2023-09-15,2.0,TID1003,2023.0,5000.0,VID5003,2022-11-08,Active,LC1003,2023-09-25,Active,mike_w,2023-09-28,120.0,321 Maple Lane,400.0,200.0,2023-10-01,P1234567,2023-08-15,France,0
Nicole Martin,ACC10013,Credit,1778.94,2018-05-07,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Patrick Evans,ACC10020,Credit,2170.62,2019-09-09,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Rachel Brooks,ACC10014,Loan,6778.78,2018-04-27,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Randy Foster,ACC10048,Credit,6219.94,2020-12-05,Yes,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Rebecca Sanchez,ACC10076,Checking,3389.23,2018-04-19,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Robert Martinez,ACC10052,Loan,531.33,2017-05-27,No,Yes,0.0,0,0.0,1968-08-27,2018-04-22,Heart Failure,0.0,0,0.0,ACC90123,2021-12-18,60.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Ruth Martinez,ACC10032,Loan,6165.75,2017-04-15,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Samantha White,ACC10030,Credit,1338.72,2023-12-06,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Sarah Brown,ACC10010,Loan,9015.92,2018-05-01,Yes,Yes,0.0,0,0.0,1960-09-14,2018-07-25,Stroke,0.0,0,0.0,ACC45678,2023-10-05,325.5,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,sarah_b,2018-07-20,0.0,0,0.0,0.0,0,0,0,0,0
Stephanie Thomas,ACC10084,Loan,5708.06,2021-01-12,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Steven Adams,ACC10121,Checking,2773.82,2019-07-03,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Teresa Young,ACC10001,Savings,8478.26,2018-05-13,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,1
Tina Scott,ACC10093,Credit,2389.62,2019-05-17,No,No,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
Vincent Ward,ACC10002,Credit,8343.97,2017-05-10,No,Yes,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0
